x,y,cluster,trend,value,set,residual
169.0,1.0,1,-305.164138779277,,0,
170.0,1.0,2,-291.6978752646828,,0,
171.0,1.0,2,-297.2229116365779,-96.352554,1,200.87035763657792
172.0,1.0,2,-324.32510203588754,,0,
173.0,1.0,2,-364.03037856146693,,0,
174.0,1.0,2,-408.8212642276194,,0,
175.0,1.0,2,-451.5236093397252,-600.402824,1,-148.87921466027478
176.0,1.0,2,-485.05935068719555,,0,
177.0,1.0,2,-510.70987903978676,,0,
178.0,1.0,2,-528.138112790999,,0,
179.0,1.0,2,-536.0542593025602,-741.947155,1,-205.8928956974397
180.0,1.0,2,-530.3312394917011,,0,
181.0,1.0,2,-516.7779024033807,,0,
182.0,1.0,2,-498.57272850256413,,0,
183.0,1.0,2,-478.98352685617283,-588.105178,1,-109.1216511438272
184.0,1.0,2,-461.6906259213574,,0,
185.0,1.0,2,-449.4149186126888,,0,
186.0,1.0,2,-442.4244428630918,,0,
187.0,1.0,2,-439.7295500896871,-465.661749,1,-25.932198910312877
188.0,1.0,2,-437.11472730943933,,0,
189.0,1.0,2,-431.03616250143386,,0,
190.0,1.0,2,-417.24826357048005,,0,
191.0,1.0,2,-392.38543659541756,-393.093982,1,-0.7085454045824235
192.0,1.0,2,-358.51478896685876,,0,
193.0,1.0,2,-318.30975713580847,,0,
194.0,1.0,2,-272.99375595361926,,0,
195.0,1.0,2,-222.87892671488225,-352.384509,1,-129.50558228511773
196.0,1.0,2,-167.7357726949267,,0,
197.0,1.0,2,-108.44140814431012,,0,
198.0,1.0,2,-49.56657947413623,,0,
199.0,1.0,2,2.7783878543414176,140.971135,1,138.1927471456586
0.0,2.0,0,543.806170728989,,0,
1.0,2.0,0,547.950771221891,,0,
2.0,2.0,0,550.9185497362632,536.032161,1,-14.886388736263257
3.0,2.0,0,549.3235156098381,,0,
4.0,2.0,0,539.325134026818,,0,
5.0,2.0,0,518.2525653038174,,0,
6.0,2.0,0,483.12088386993855,636.819659,1,153.69877513006145
7.0,2.0,0,429.0790436399402,,0,
8.0,2.0,0,359.64481456251815,,0,
9.0,2.0,0,277.2036857395433,,0,
10.0,2.0,0,185.51253079943126,304.749845,1,119.23731420056873
11.0,2.0,0,91.14446793450043,,0,
12.0,2.0,0,1.0776303810998797,,0,
13.0,2.0,0,-79.32185739080887,,0,
14.0,2.0,0,-146.32977591548115,-339.793805,1,-193.46402908451887
15.0,2.0,0,-195.14319210627582,,0,
16.0,2.0,0,-231.47362587647513,,0,
17.0,2.0,0,-258.70361814601347,,0,
18.0,2.0,0,-279.8241521223681,-268.912459,1,10.911693122368092
19.0,2.0,0,-299.4792734766379,,0,
20.0,2.0,0,-321.9557306068018,,0,
21.0,2.0,0,-348.7064456216758,,0,
22.0,2.0,0,-378.94240136269946,-308.543502,1,70.39889936269947
23.0,2.0,0,-409.9113130575279,,0,
24.0,2.0,0,-438.5534713510424,,0,
25.0,2.0,0,-462.5085819493979,,0,
26.0,2.0,0,-480.4549373969203,-479.976245,1,0.4786923969202803
27.0,2.0,0,-491.3614696771838,,0,
28.0,2.0,0,-493.82581919722725,,0,
29.0,2.0,0,-486.20763212337624,,0,
30.0,2.0,0,-467.87218286830466,-489.537949,1,-21.665766131695364
31.0,2.0,0,-441.07940989825875,,0,
32.0,2.0,0,-408.53436657972634,,0,
33.0,2.0,0,-371.9257844039239,,0,
34.0,2.0,0,-334.10669801954646,-222.66779,1,111.43890801954646
35.0,2.0,0,-300.2574144201353,,0,
36.0,2.0,0,-276.0484976659063,,0,
37.0,2.0,0,-266.0008412983734,,0,
38.0,2.0,0,-271.88131204037927,-385.471731,1,-113.5904189596207
39.0,2.0,0,-292.39853911148384,,0,
40.0,2.0,0,-325.6679507549852,,0,
41.0,2.0,0,-369.19033033633605,,0,
42.0,2.0,0,-418.4494641633937,-571.677697,1,-153.22823283660625
43.0,2.0,0,-466.8984176344238,,0,
44.0,2.0,0,-516.6986818849109,,0,
45.0,2.0,0,-567.1515430255095,,0,
46.0,2.0,0,-615.3340053405846,-866.284542,1,-250.95053665941543
47.0,2.0,0,-659.9580883280141,,0,
48.0,2.0,0,-699.211230694782,,0,
49.0,2.0,0,-730.8103382028639,,0,
50.0,2.0,0,-753.6287785251043,-796.312948,1,-42.684169474895725
51.0,2.0,0,-767.2086490504444,,0,
52.0,2.0,0,-770.8221826648805,,0,
53.0,2.0,0,-764.4237819820992,,0,
54.0,2.0,0,-750.2070459205424,-642.391992,1,107.81505392054248
55.0,2.0,0,-732.2074359300314,,0,
56.0,2.0,0,-708.300561982207,,0,
57.0,2.0,0,-677.6842945008539,,0,
58.0,2.0,0,-639.7095132236718,-758.138494,1,-118.42898077632822
59.0,2.0,0,-595.3083484093659,,0,
60.0,2.0,0,-545.2998621847364,,0,
61.0,2.0,0,-490.9452074636938,,0,
62.0,2.0,0,-433.0480684226495,-474.525323,1,-41.47725457735049
63.0,2.0,0,-371.5628167068353,,0,
64.0,2.0,0,-305.77605817024596,,0,
65.0,2.0,0,-235.15850535966456,,0,
66.0,2.0,0,-160.76819791842718,-64.453348,1,96.31484991842717
67.0,2.0,0,-85.20107237296179,,0,
68.0,2.0,0,-5.484696310246363,,0,
69.0,2.0,0,79.83672734920401,,0,
70.0,2.0,3,170.25984675763175,109.882826,1,-60.377020757631755
71.0,2.0,3,263.7942492503207,,0,
72.0,2.0,3,352.77414706826676,,0,
73.0,2.0,3,427.6709609790705,,0,
74.0,2.0,3,475.76053855824284,890.925152,1,415.1646134417572
75.0,2.0,3,479.8130889465101,,0,
76.0,2.0,3,447.2757081386517,,0,
77.0,2.0,3,384.4194746775902,,0,
78.0,2.0,3,299.3215803167259,314.957705,1,15.63612468327409
79.0,2.0,3,201.40012086293427,,0,
80.0,2.0,3,100.52243333449587,,0,
81.0,2.0,3,4.132266288856044,,0,
82.0,2.0,3,-83.96701767624472,-110.070171,1,-26.10315332375528
83.0,2.0,3,-161.87119574123062,,0,
84.0,2.0,3,-229.51326802873518,,0,
85.0,2.0,3,-285.7637096174876,,0,
86.0,2.0,3,-329.1674826571834,-386.825535,1,-57.658052342816575
87.0,2.0,3,-360.96001034701476,,0,
88.0,2.0,3,-382.59937208052725,,0,
89.0,2.0,3,-395.91690597037086,,0,
90.0,2.0,3,-402.7023572924372,-332.069806,1,70.6325512924372
91.0,2.0,3,-405.49914998875465,,0,
92.0,2.0,3,-406.0766312832711,,0,
93.0,2.0,3,-404.38453885616036,,0,
94.0,2.0,3,-399.6111701550544,-465.607626,1,-65.99645584494556
95.0,2.0,3,-390.34047526918584,,0,
96.0,2.0,3,-379.3805194949091,,0,
97.0,2.0,3,-370.6184878971835,,0,
98.0,2.0,3,-367.7828178885102,-201.021651,1,166.7611668885102
99.0,2.0,3,-371.81156614018255,,0,
100.0,2.0,3,-382.1028987163445,,0,
101.0,2.0,3,-395.88248136418406,,0,
102.0,2.0,3,-411.04351588746067,-475.231743,1,-64.18822711253932
103.0,2.0,3,-425.5079758805805,,0,
104.0,2.0,3,-440.2154719781538,,0,
105.0,2.0,3,-455.34424672997557,,0,
106.0,2.0,3,-470.2312588513596,-398.174171,1,72.0570878513596
107.0,2.0,3,-484.3370440825238,,0,
108.0,2.0,3,-493.3510008833546,,0,
109.0,2.0,3,-494.94282313092845,,0,
110.0,2.0,3,-488.3190578374779,-616.895036,1,-128.57597816252212
111.0,2.0,3,-472.52762358856853,,0,
112.0,2.0,3,-453.8948515966331,,0,
113.0,2.0,3,-435.76412328646984,,0,
114.0,2.0,3,-418.8134106094367,-308.645127,1,110.16828360943668
115.0,2.0,3,-404.58682635618607,,0,
116.0,2.0,3,-389.89289549418027,,0,
117.0,2.0,3,-373.28456141159404,,0,
118.0,2.0,3,-355.648794103181,-326.686436,1,28.962358103180975
119.0,2.0,3,-339.825142532849,,0,
120.0,2.0,3,-326.77045300405007,,0,
121.0,2.0,3,-314.6711492629256,,0,
122.0,2.0,3,-301.2253893422894,-319.216001,1,-17.990611657710588
123.0,2.0,3,-284.7462921899278,,0,
124.0,2.0,3,-265.3162349960767,,0,
125.0,2.0,3,-243.4253251585178,,0,
126.0,2.0,3,-219.98110624670517,-184.351821,1,35.629285246705166
127.0,2.0,3,-196.47784753981978,,0,
128.0,2.0,3,-172.65257850370836,,0,
129.0,2.0,3,-149.18868264963385,,0,
130.0,2.0,3,-127.63521875231527,-106.959931,1,20.67528775231527
131.0,2.0,3,-109.15721251396462,,0,
132.0,2.0,1,-93.58447419549339,,0,
133.0,2.0,1,-83.10902890411671,,0,
134.0,2.0,1,-78.45700951432809,-111.579532,1,-33.12252248567191
135.0,2.0,1,-78.91628540633246,,0,
136.0,2.0,1,-85.94211726653157,,0,
137.0,2.0,1,-99.98706476856023,,0,
