x,y,cluster,trend,value,set,residual
31.0,2.0,0,-431.49482426512986,,0,
32.0,2.0,0,-403.88530761469156,,0,
33.0,2.0,0,-376.2695630630478,,0,
34.0,2.0,0,-352.45200186618604,-222.66779,1,129.78421186618604
35.0,2.0,0,-337.8071902701631,,0,
36.0,2.0,0,-336.84380241739564,,0,
37.0,2.0,0,-348.1946815546835,,0,
38.0,2.0,0,-369.1195831927471,-385.471731,1,-16.35214780725289
39.0,2.0,0,-397.40034965239465,,0,
40.0,2.0,0,-432.15206272224896,,0,
41.0,2.0,0,-472.6803508193698,,0,
42.0,2.0,0,-517.7780868075788,-571.677697,1,-53.899610192421164
43.0,2.0,0,-565.615984776523,,0,
44.0,2.0,0,-616.6682538180612,,0,
45.0,2.0,0,-668.2611402460607,,0,
46.0,2.0,0,-715.9738235407276,-866.284542,1,-150.31071845927238
47.0,2.0,0,-753.0256150657078,,0,
48.0,2.0,0,-780.7093559630448,,0,
49.0,2.0,0,-800.8049875744618,,0,
50.0,2.0,0,-814.0419384199195,-796.312948,1,17.728990419919455
51.0,2.0,0,-818.9525048844516,,0,
52.0,2.0,0,-813.7484805132262,,0,
53.0,2.0,0,-798.725151573075,,0,
54.0,2.0,0,-776.9327612298075,-642.391992,1,134.54076922980755
55.0,2.0,0,-753.6501692121383,,0,
56.0,2.0,0,-726.597770621418,,0,
57.0,2.0,0,-695.0197813486448,,0,
58.0,2.0,0,-657.7771911891177,-758.138494,1,-100.36130281088231
59.0,2.0,0,-611.8047067816369,,0,
60.0,2.0,0,-559.2013935369905,,0,
61.0,2.0,0,-501.52035368117504,,0,
62.0,2.0,0,-439.40662722522393,-474.525323,1,-35.118695774776086
63.0,2.0,0,-372.17574158892967,,0,
64.0,2.0,0,-299.39261432772037,,0,
65.0,2.0,0,-224.71651293628383,,0,
66.0,2.0,0,-151.38203119824175,-64.453348,1,86.92868319824174
67.0,2.0,0,-77.3935443519149,,0,
68.0,2.0,0,0.17696893704123795,,0,
69.0,2.0,0,82.94155595859047,,0,
70.0,2.0,0,170.18273607094306,109.882826,1,-60.29991007094307
71.0,2.0,0,257.7599023312796,,0,
72.0,2.0,0,338.4709016607376,,0,
73.0,2.0,0,401.8164635535213,,0,
74.0,2.0,0,437.69804658263456,890.925152,1,453.22710541736546
75.0,2.0,0,443.7536756831687,,0,
76.0,2.0,0,418.7790090049384,,0,
77.0,2.0,0,362.6043581684353,,0,
78.0,2.0,0,280.6542840442853,314.957705,1,34.30342095571467
79.0,2.0,0,183.7123130604159,,0,
80.0,2.0,0,82.2061432650662,,0,
81.0,2.0,0,-15.683143620030023,,0,
82.0,2.0,0,-104.5953550542472,-110.070171,1,-5.474815945752809
83.0,2.0,0,-182.78908315883018,,0,
84.0,2.0,0,-249.06603424972855,,0,
85.0,2.0,0,-301.5276246088906,,0,
86.0,2.0,0,-339.59616618358996,-386.825535,1,-47.229368816410044
87.0,2.0,0,-366.1759086769307,,0,
88.0,2.0,0,-384.01201889675576,,0,
89.0,2.0,0,-395.1032621720369,,0,
90.0,2.0,0,-400.70659723249264,-332.069806,1,68.63679123249261
91.0,2.0,0,-402.9665801995434,,0,
92.0,2.0,0,-403.4575888288673,,0,
93.0,2.0,0,-401.96338469185866,,0,
94.0,2.0,0,-397.5073145481292,-465.607626,1,-68.10031145187077
95.0,2.0,0,-388.4464259038796,,0,
96.0,2.0,0,-377.39238983616815,,0,
97.0,2.0,0,-367.8983384887979,,0,
98.0,2.0,0,-363.0865234027733,-201.021651,1,162.06487240277332
99.0,2.0,0,-362.7644879871805,,0,
100.0,2.0,0,-365.60481053170224,,0,
101.0,2.0,0,-370.52026727818884,,0,
102.0,2.0,0,-376.59144446006394,-475.231743,1,-98.64029853993605
103.0,2.0,0,-382.4758808283368,,0,
104.0,2.0,0,-392.7627460650401,,0,
105.0,2.0,0,-410.5390063273662,,0,
106.0,2.0,0,-435.2424345419422,-398.174171,1,37.0682635419422
107.0,2.0,0,-460.50406807265244,,0,
108.0,2.0,0,-479.3948400109075,,0,
109.0,2.0,0,-487.62540351832286,,0,
110.0,2.0,0,-484.01703056669794,-616.895036,1,-132.87800543330206
111.0,2.0,0,-468.3226423152955,,0,
112.0,2.0,0,-448.2585740064387,,0,
113.0,2.0,0,-428.36873260268476,,0,
114.0,2.0,0,-409.5062719817215,-308.645127,1,100.86114498172151
115.0,2.0,0,-392.46855122351553,,0,
116.0,2.0,0,-373.94548308465164,,0,
117.0,2.0,0,-353.14262998395134,,0,
118.0,2.0,0,-330.5090872577857,-326.686436,1,3.822651257785708
119.0,2.0,0,-308.31139876588713,,0,
120.0,2.0,0,-289.0154789631488,,0,
121.0,2.0,0,-273.24168161232956,,0,
122.0,2.0,0,-258.33337662235135,-319.216001,1,-60.88262437764865
123.0,2.0,0,-238.92975915514398,,0,
124.0,2.0,0,-214.1208069770364,,0,
125.0,2.0,0,-187.2491404041648,,0,
126.0,2.0,0,-160.32196756266057,-184.351821,1,-24.029853437339426
127.0,2.0,0,-132.35634911671514,,0,
128.0,2.0,0,-103.84608359832782,,0,
129.0,2.0,0,-80.08212134882342,,0,
130.0,2.0,0,-65.17727621010272,-106.959931,1,-41.78265478989728
131.0,2.0,0,-57.09032821143046,,0,
132.0,2.0,0,-52.43798732443247,,0,
133.0,2.0,0,-52.56404120475054,,0,
134.0,2.0,0,-59.235872079385445,-111.579532,1,-52.343659920614556
135.0,2.0,0,-72.68628906382946,,0,
136.0,2.0,0,-93.24414814845659,,0,
