x,y,value,trend,cluster,set
546157.731488,6811124.801129,,31.52319836616516,-1.0,-1
546207.731488,6811124.801129,,21.36805835366249,-1.0,-1
546257.731488,6811124.801129,,11.155363112688065,-1.0,-1
546307.731488,6811124.801129,,0.8908586502075195,-1.0,-1
546357.731488,6811124.801129,,-9.419743359088898,-1.0,-1
546407.731488,6811124.801129,,-19.770785585045815,-1.0,-1
546457.731488,6811124.801129,,-30.156674474477768,-1.0,-1
546507.731488,6811124.801129,,-40.57188832759857,-1.0,-1
546557.731488,6811124.801129,,-51.01099359989166,-1.0,-1
546607.731488,6811124.801129,,-61.46863681077957,-1.0,-1
546657.731488,6811124.801129,,-71.93956580758095,-1.0,-1
546707.731488,6811124.801129,,-82.41860926151276,-1.0,-1
546757.731488,6811124.801129,,-92.90068781375885,-1.0,-1
546807.731488,6811124.801129,,-103.38079690933228,-1.0,-1
546857.731488,6811124.801129,,-113.85399650037289,-1.0,-1
546907.731488,6811124.801129,,-124.31538861989975,-1.0,-1
546957.731488,6811124.801129,,-134.76009321212769,-1.0,-1
547007.731488,6811124.801129,,-145.1832137107849,-1.0,-1
547057.731488,6811124.801129,,-155.57979595661163,-1.0,-1
547107.731488,6811124.801129,,-165.94478046894073,-1.0,-1
547157.731488,6811124.801129,,-176.2729453444481,-1.0,-1
547207.731488,6811124.801129,,-186.55882945656776,-1.0,-1
547257.731488,6811124.801129,,-196.7966719120741,-1.0,-1
547307.731488,6811124.801129,,-206.9803066253662,-1.0,-1
547357.731488,6811124.801129,,-217.1030879020691,-1.0,-1
547407.731488,6811124.801129,,-227.15776965022087,-1.0,-1
547457.731488,6811124.801129,,-237.13641092181206,-1.0,-1
547507.731488,6811124.801129,,-247.03026592731476,-1.0,-1
547557.731488,6811124.801129,,-256.82967668771744,-1.0,-1
547607.731488,6811124.801129,,-266.52396630868316,-1.0,-1
547657.731488,6811124.801129,,-276.1013710051775,-1.0,-1
547707.731488,6811124.801129,,-285.54896491765976,-1.0,-1
547757.731488,6811124.801129,,-294.8526289463043,-1.0,-1
547807.731488,6811124.801129,,-303.99705851078033,-1.0,-1
547857.731488,6811124.801129,,-312.96582025289536,-1.0,-1
547907.731488,6811124.801129,,-321.7414626479149,-1.0,-1
547957.731488,6811124.801129,,-330.3056763410568,-1.0,-1
548007.731488,6811124.801129,,-338.6395432949066,-1.0,-1
548057.731488,6811124.801129,,-346.72381177544594,-1.0,-1
548107.731488,6811124.801129,,-354.53923857212067,-1.0,-1
548157.731488,6811124.801129,,-362.06695783138275,-1.0,-1
548207.731488,6811124.801129,,-369.28885044157505,-1.0,-1
548257.731488,6811124.801129,,-376.1878912448883,-1.0,-1
548307.731488,6811124.801129,,-382.7484487891197,-1.0,-1
548357.731488,6811124.801129,,-388.95646488666534,-1.0,-1
548407.731488,6811124.801129,,-394.79954501986504,-1.0,-1
548457.731488,6811124.801129,,-400.2668749541044,-1.0,-1
548507.731488,6811124.801129,,-405.3490062355995,-1.0,-1
548557.731488,6811124.801129,,-410.0374727845192,-1.0,-1
548607.731488,6811124.801129,,-414.3242855221033,-1.0,-1
548657.731488,6811124.801129,,-418.2013266980648,-1.0,-1
548707.731488,6811124.801129,,-421.65968984365463,-1.0,-1
548757.731488,6811124.801129,,-424.68902164697647,-1.0,-1
548807.731488,6811124.801129,,-427.27688878774643,-1.0,-1
548857.731488,6811124.801129,,-429.40825729072094,-1.0,-1
548907.731488,6811124.801129,,-431.0650711655617,-1.0,-1
548957.731488,6811124.801129,,-432.22598427534103,-1.0,-1
549007.731488,6811124.801129,,-432.86623737215996,-1.0,-1
549057.731488,6811124.801129,,-432.9576836824417,-1.0,-1
549107.731488,6811124.801129,,-432.4689474105835,-1.0,-1
549157.731488,6811124.801129,,-431.3657082617283,-1.0,-1
549207.731488,6811124.801129,,-429.61107886582613,-1.0,-1
549257.731488,6811124.801129,,-427.16606798768044,-1.0,-1
549307.731488,6811124.801129,,-423.990100979805,-1.0,-1
549357.731488,6811124.801129,,-420.0415948629379,-1.0,-1
549407.731488,6811124.801129,,-415.27856657654047,-1.0,-1
549457.731488,6811124.801129,,-409.659271299839,-1.0,-1
549507.731488,6811124.801129,,-403.14285427331924,-1.0,-1
549557.731488,6811124.801129,,-395.6900086402893,-1.0,-1
549607.731488,6811124.801129,,-387.26363533735275,-1.0,-1
549657.731488,6811124.801129,,-377.82949471473694,-1.0,-1
549707.731488,6811124.801129,,-367.3568338751793,-1.0,-1
549757.731488,6811124.801129,,-355.81898736953735,-1.0,-1
549807.731488,6811124.801129,,-343.19394782185555,-1.0,-1
549857.731488,6811124.801129,,-329.46488881111145,-1.0,-1
549907.731488,6811124.801129,,-314.6206315755844,-1.0,-1
549957.731488,6811124.801129,,-298.6560773253441,-1.0,-1
550007.731488,6811124.801129,,-281.5725627243519,-1.0,-1
550057.731488,6811124.801129,,-263.3781571984291,-1.0,-1
550107.731488,6811124.801129,,-244.08790627121925,-1.0,-1
550157.731488,6811124.801129,,-223.7239845097065,-1.0,-1
550207.731488,6811124.801129,,-202.31580531597137,-1.0,-1
550257.731488,6811124.801129,,-179.90003389120102,-1.0,-1
550307.731488,6811124.801129,,-156.52053886651993,-1.0,-1
550357.731488,6811124.801129,,-132.2282649129629,-1.0,-1
550407.731488,6811124.801129,,-107.08102607727051,-1.0,-1
550457.731488,6811124.801129,,-81.14322423934937,-1.0,-1
550507.731488,6811124.801129,,-54.485480427742004,-1.0,-1
550557.731488,6811124.801129,,-27.184197157621384,-1.0,-1
550607.731488,6811124.801129,,0.6789584457874298,-1.0,-1
550657.731488,6811124.801129,,29.017657458782196,-1.0,-1
550707.731488,6811124.801129,,57.74156188964844,-1.0,-1
550757.731488,6811124.801129,,86.75707576423883,-1.0,-1
550807.731488,6811124.801129,,115.96813151240349,-1.0,-1
550857.731488,6811124.801129,,145.27705401182175,-1.0,-1
550907.731488,6811124.801129,,174.5854630768299,-1.0,-1
550957.731488,6811124.801129,,203.79522451758385,-1.0,-1
551007.731488,6811124.801129,,232.80942453444004,-1.0,-1
551057.731488,6811124.801129,,261.5333672761917,-1.0,-1
551107.731488,6811124.801129,,289.8755713105202,-1.0,-1
551157.731488,6811124.801129,,317.7487603276968,-1.0,-1
551207.731488,6811124.801129,,345.07082322239876,-1.0,-1
551257.731488,6811124.801129,,371.7657353878021,-1.0,-1
551307.731488,6811124.801129,,397.76440823078156,-1.0,-1
551357.731488,6811124.801129,,423.00547683238983,-1.0,-1
551407.731488,6811124.801129,,447.43598291277885,-1.0,-1
551457.731488,6811124.801129,,471.0119577050209,-1.0,-1
551507.731488,6811124.801129,,493.6988815665245,-1.0,-1
551557.731488,6811124.801129,,515.4720192551613,-1.0,-1
551607.731488,6811124.801129,,536.3166170120239,-1.0,-1
551657.731488,6811124.801129,,556.2279590368271,-1.0,-1
551707.731488,6811124.801129,,575.2112874388695,-1.0,-1
551757.731488,6811124.801129,,593.2815816104412,-1.0,-1
551807.731488,6811124.801129,,610.4632005989552,-1.0,-1
551857.731488,6811124.801129,,626.7894161939621,-1.0,-1
551907.731488,6811124.801129,,642.3018065094948,-1.0,-1
551957.731488,6811124.801129,,657.0495794266462,-1.0,-1
552007.731488,6811124.801129,,671.0887884795666,-1.0,-1
552057.731488,6811124.801129,,684.4814780056477,-1.0,-1
552107.731488,6811124.801129,,697.2947925329208,-1.0,-1
552157.731488,6811124.801129,,709.6000246480107,-1.0,-1
552207.731488,6811124.801129,,721.4716608822346,-1.0,-1
552257.731488,6811124.801129,,732.9864122271538,-1.0,-1
552307.731488,6811124.801129,,744.222256064415,-1.0,-1
552357.731488,6811124.801129,,755.2575004994869,-1.0,-1
552407.731488,6811124.801129,,766.169883325696,-1.0,-1
552457.731488,6811124.801129,,777.0357145369053,-1.0,-1
552507.731488,6811124.801129,,787.9290722310543,-1.0,-1
552557.731488,6811124.801129,,798.9210539013147,-1.0,-1
552607.731488,6811124.801129,,810.0790880322456,-1.0,-1
552657.731488,6811124.801129,,821.4663152098656,-1.0,-1
552707.731488,6811124.801129,,833.1410241723061,-1.0,-1
552757.731488,6811124.801129,,845.1561529040337,-1.0,-1
552807.731488,6811124.801129,,857.5588477998972,-1.0,-1
552857.731488,6811124.801129,,870.3900728523731,-1.0,-1
552907.731488,6811124.801129,,883.6842687129974,-1.0,-1
552957.731488,6811124.801129,,897.4690493345261,-1.0,-1
553007.731488,6811124.801129,,911.7649360001087,-1.0,-1
553057.731488,6811124.801129,,926.5851159095764,-1.0,-1
553107.731488,6811124.801129,,941.9352185130119,-1.0,-1
553157.731488,6811124.801129,,957.8131130635738,-1.0,-1
553207.731488,6811124.801129,,974.2087026238441,-1.0,-1
553257.731488,6811124.801129,,991.1037298440933,-1.0,-1
553307.731488,6811124.801129,,1008.47157125175,-1.0,-1
553357.731488,6811124.801129,,1026.277027964592,-1.0,-1
553407.731488,6811124.801129,,1044.4760969281197,-1.0,-1
553457.731488,6811124.801129,,1063.0157286524773,-1.0,-1
553507.731488,6811124.801129,,1081.8335620462894,-1.0,-1
553557.731488,6811124.801129,,1100.8576222658157,-1.0,-1
553607.731488,6811124.801129,,1120.0059951096773,-1.0,-1
553657.731488,6811124.801129,,1139.1864507496357,-1.0,-1
553707.731488,6811124.801129,,1158.2960256785154,-1.0,-1
553757.731488,6811124.801129,,1177.2205520123243,-1.0,-1
553807.731488,6811124.801129,,1195.834122031927,-1.0,-1
553857.731488,6811124.801129,,1213.9985046386719,-1.0,-1
553907.731488,6811124.801129,,1231.562485486269,-1.0,-1
553957.731488,6811124.801129,,1248.3611666858196,-1.0,-1
554007.731488,6811124.801129,,1264.2152434587479,-1.0,-1
554057.731488,6811124.801129,,1278.9302616268396,-1.0,-1
554107.731488,6811124.801129,,1292.2959679961205,-1.0,-1
554157.731488,6811124.801129,,1304.0857830047607,-1.0,-1
554207.731488,6811124.801129,,1314.0565423369408,-1.0,-1
554257.731488,6811124.801129,,1321.9486377835274,-1.0,-1
554307.731488,6811124.801129,,1327.4866982996464,-1.0,-1
554357.731488,6811124.801129,,1330.3809396922588,-1.0,-1
554407.731488,6811124.801129,,1330.3291581571102,-1.0,-1
554457.731488,6811124.801129,,1327.0190654098988,-1.0,-1
554507.731488,6811124.801129,,1320.1300447434187,-1.0,-1
554557.731488,6811124.801129,,1309.3323286920786,-1.0,-1
554607.731488,6811124.801129,,1294.2797167897224,-1.0,-1
554657.731488,6811124.801129,,1274.5890181660652,-1.0,-1
554707.731488,6811124.801129,,1249.7950604259968,-1.0,-1
554757.731488,6811124.801129,,1219.2642024159431,2.0,0
554807.731488,6811124.801129,,1182.0424233227968,2.0,0
554857.731488,6811124.801129,,1136.6084520965815,2.0,0
554907.731488,6811124.801129,,1080.506156861782,2.0,0
554957.731488,6811124.801129,,1009.8730676621199,2.0,0
555007.731488,6811124.801129,,919.0721809864044,2.0,0
555057.731488,6811124.801129,,801.2820694446564,2.0,0
555107.731488,6811124.801129,,652.1358796060085,2.0,0
555157.731488,6811124.801129,,477.30457204580307,2.0,0
555207.731488,6811124.801129,,296.89194229245186,2.0,0
555257.731488,6811124.801129,,138.5341037362814,2.0,0
555307.731488,6811124.801129,,23.297265022993088,2.0,0
555357.731488,6811124.801129,,-48.58624818921089,6.0,0
555407.731488,6811124.801129,,-99.23019936680794,6.0,0
555457.731488,6811124.801129,,-151.91183310747147,6.0,0
555507.731488,6811124.801129,,-209.10966140031815,6.0,0
555557.731488,6811124.801129,,-253.4596776664257,6.0,0
555607.731488,6811124.801129,,-262.7303234934807,6.0,0
555657.731488,6811124.801129,,-219.64605735242367,6.0,0
555707.731488,6811124.801129,,-111.09005035459995,6.0,0
555757.731488,6811124.801129,,72.62068513035774,6.0,0
555807.731488,6811124.801129,,334.0177256166935,6.0,0
555857.731488,6811124.801129,,662.3008076548576,6.0,0
555907.731488,6811124.801129,,1027.664677798748,6.0,0
555957.731488,6811124.801129,,1381.8087999522686,6.0,0
556007.731488,6811124.801129,,1661.9516636580229,6.0,0
556057.731488,6811124.801129,,1803.715674713254,6.0,0
556107.731488,6811124.801129,,1773.3870996832848,6.0,0
556157.731488,6811124.801129,,1595.266750484705,6.0,0
556207.731488,6811124.801129,,1334.8802214860916,6.0,0
556257.731488,6811124.801129,,1053.849779009819,6.0,0
556307.731488,6811124.801129,,787.0767869651318,6.0,0
556357.731488,6811124.801129,,552.9241489171982,6.0,0
556407.731488,6811124.801129,,363.8867779672146,6.0,0
556457.731488,6811124.801129,,222.63082653284073,6.0,0
556507.731488,6811124.801129,,119.12459313869476,6.0,0
556557.731488,6811124.801129,,39.37018674612045,6.0,0
