x,y,cluster,trend,value,set,residual
86.0,1.0,1,-400.03260050426616,,0,
87.0,1.0,1,-407.76292493083974,,0,
88.0,1.0,1,-415.0717132564205,,0,
89.0,1.0,1,-421.967317320883,-481.856197,1,-59.888879679117
90.0,1.0,1,-428.46299366348467,,0,
91.0,1.0,1,-434.57494596567994,,0,
92.0,1.0,1,-440.32257882005433,,0,
93.0,1.0,1,-445.72913345873076,,0,
94.0,1.0,1,-450.82177248343214,,0,
95.0,1.0,1,-455.6308729679058,-428.033593,1,27.59727996790582
96.0,1.0,1,-460.1886949332966,,0,
97.0,1.0,1,-464.5277525776546,,0,
98.0,1.0,1,-468.67920626181876,,0,
99.0,1.0,1,-472.67150883758586,,0,
100.0,1.0,1,-476.52946222600076,,0,
101.0,1.0,1,-480.27382501815737,-415.118207,1,65.15561801815738
102.0,1.0,1,-483.9217114598032,,0,
103.0,1.0,1,-487.4883615740391,,0,
104.0,1.0,1,-490.99189133399705,,0,
105.0,1.0,1,-494.4660232113347,,0,
106.0,1.0,1,-497.9879610258904,,0,
107.0,1.0,1,-501.5952504916895,-511.931728,1,-10.336477508310509
108.0,1.0,1,-505.0742742489783,,0,
109.0,1.0,1,-508.1733006582399,,0,
110.0,1.0,1,-510.6890554700767,,0,
111.0,1.0,1,-512.4461090134901,,0,
112.0,1.0,1,-513.2965530754682,,0,
113.0,1.0,1,-513.1316778982855,-116.69627,1,396.43540789828546
114.0,1.0,1,-511.8954011461101,,0,
115.0,1.0,1,-509.59031359104483,,0,
116.0,1.0,1,-506.2720201595075,,0,
117.0,1.0,1,-502.03534619901257,,0,
118.0,1.0,1,-496.9999705988721,,0,
119.0,1.0,1,-491.3010085613332,-207.56239,1,283.7386185613332
120.0,1.0,1,-485.0863787887138,,0,
121.0,1.0,1,-478.5213517198099,,0,
122.0,1.0,1,-471.8028303720648,,0,
123.0,1.0,1,-465.1948159801286,,0,
124.0,1.0,1,-459.10231837133324,,0,
125.0,1.0,1,-453.8637291152809,-322.327174,1,131.53655511528086
126.0,1.0,1,-449.21662694327824,,0,
127.0,1.0,1,-444.8339611815718,,0,
128.0,1.0,1,-440.53346067999155,,0,
129.0,1.0,1,-436.2050476353688,,0,
130.0,1.0,2,-431.77584982218013,,0,
131.0,1.0,2,-427.19486159020016,-276.961617,1,150.23324459020017
132.0,1.0,2,-422.42463192384093,,0,
133.0,1.0,2,-417.4358279212156,,0,
134.0,1.0,2,-412.2030349855304,,0,
135.0,1.0,2,-406.70096081220436,,0,
136.0,1.0,2,-400.9005100029972,,0,
137.0,1.0,2,-394.76450077250047,142.002532,1,536.7670327725004
138.0,1.0,2,-388.24392443325996,,0,
139.0,1.0,2,-381.27971171824174,,0,
140.0,1.0,2,-373.8230576352944,,0,
141.0,1.0,2,-365.8808448723157,,0,
142.0,1.0,2,-357.5444973290578,,0,
143.0,1.0,2,-348.9598203273672,-24.745336,1,324.2144843273672
144.0,1.0,2,-340.2801365835985,,0,
145.0,1.0,2,-331.64423570879444,,0,
146.0,1.0,2,-323.1724107210139,,0,
147.0,1.0,2,-314.96728038684523,,0,
148.0,1.0,2,-307.11407901113853,,0,
149.0,1.0,2,-299.67898539231464,-132.394629,1,167.28435639231463
150.0,1.0,2,-292.70491469922126,,0,
151.0,1.0,2,-286.2042199451171,,0,
152.0,1.0,2,-280.14939738101384,,0,
153.0,1.0,2,-274.47649116039247,,0,
154.0,1.0,2,-269.14099441418875,,0,
155.0,1.0,2,-264.17365496193815,-491.2417,1,-227.06804503806183
156.0,1.0,2,-259.6239316392457,,0,
157.0,1.0,2,-255.50338640233167,,0,
158.0,1.0,2,-251.7816434348424,,0,
159.0,1.0,2,-248.3951774361849,,0,
160.0,1.0,2,-245.25433346391947,,0,
161.0,1.0,2,-242.24764763244093,-552.482426,1,-310.2347783675591
162.0,1.0,2,-239.2442721860025,,0,
163.0,1.0,2,-236.09532210614998,,0,
164.0,1.0,2,-232.63510852863692,,0,
165.0,1.0,2,-228.68380643722776,,0,
166.0,1.0,2,-224.05413181406038,,0,
167.0,1.0,2,-218.56527103653207,-389.302605,1,-170.73733396346796
168.0,1.0,2,-212.065022127892,,0,
169.0,1.0,2,-204.45345595623803,,0,
170.0,1.0,2,-195.69411159856463,,0,
171.0,1.0,2,-185.80468634066347,,0,
172.0,1.0,3,-174.83512014216103,,0,
173.0,1.0,3,-162.84693896849785,-182.470585,1,-19.623646031502147
174.0,1.0,3,-149.90046464702755,,0,
175.0,1.0,3,-136.04890788168996,,0,
176.0,1.0,3,-121.33618315610511,,0,
177.0,1.0,3,-105.79617559254984,,0,
178.0,1.0,3,-89.45276056327566,,0,
179.0,1.0,3,-72.32171895322972,-741.947155,1,-669.6254360467702
180.0,1.0,3,-54.41799618738878,,0,
181.0,1.0,3,-35.77240210539094,,0,
182.0,1.0,3,-16.45422398862138,,0,
183.0,1.0,3,3.4176917057920946,,0,
184.0,1.0,3,23.68773371289717,,0,
185.0,1.0,3,44.18779588119651,-413.107599,1,-457.2953948811965
186.0,1.0,3,64.75552228245942,,0,
187.0,1.0,3,85.24294964651199,,0,
188.0,1.0,3,105.51962709626241,,0,
189.0,1.0,3,125.47375961957005,,0,
190.0,1.0,3,145.01292645192007,,0,
191.0,1.0,3,164.0647507882677,-393.093982,1,-557.1587327882677
192.0,1.0,3,182.5773793109256,,0,
193.0,1.0,3,200.51937965594698,,0,
194.0,1.0,3,217.87848993309672,,0,
195.0,1.0,3,234.65856118571537,,0,
196.0,1.0,3,250.87424917293538,,0,
197.0,1.0,3,266.5439050965797,-217.627958,1,-484.1718630965797
198.0,1.0,3,281.68261257013,,0,
199.0,1.0,3,296.29815242982295,,0,
0.0,2.0,0,288.0762363671165,,0,
1.0,2.0,0,273.2797497790016,,0,
2.0,2.0,0,257.71128579208744,,0,
3.0,2.0,0,241.2826525299388,,0,
4.0,2.0,0,223.9129338348721,546.320071,1,322.4071371651279
5.0,2.0,0,205.54730825441948,,0,
6.0,2.0,0,186.17746052800794,,0,
7.0,2.0,0,165.85140909760958,,0,
8.0,2.0,0,144.66582411363197,,0,
9.0,2.0,0,122.74790148439934,,0,
