x,y,val
104.0,16.0,-429.410116
110.0,16.0,-748.841466
116.0,16.0,-380.6378
122.0,16.0,-500.580681
128.0,16.0,24.135069
134.0,16.0,-358.2969
140.0,16.0,684.537375
146.0,16.0,192.711505
152.0,16.0,-71.960354
158.0,16.0,618.416238
164.0,16.0,144.530281
170.0,16.0,-261.206458
176.0,16.0,66.314358
182.0,16.0,329.146401
188.0,16.0,6.176874
194.0,16.0,973.580845
1.0,17.0,283.270362
7.0,17.0,-146.866818
13.0,17.0,-91.889537
19.0,17.0,-449.38357
25.0,17.0,-453.678175
31.0,17.0,63.109971
37.0,17.0,-317.178099
43.0,17.0,-477.767068
49.0,17.0,-334.537333
55.0,17.0,-200.484025
61.0,17.0,-342.463105
67.0,17.0,-327.233215
73.0,17.0,396.737905
79.0,17.0,44.849656
85.0,17.0,35.103223
91.0,17.0,-188.548467
97.0,17.0,376.78162
103.0,17.0,-418.622973
109.0,17.0,-737.020382
115.0,17.0,-466.993764
121.0,17.0,-564.757634
127.0,17.0,225.64141
133.0,17.0,-243.852548
139.0,17.0,305.572843
145.0,17.0,551.451471
151.0,17.0,-547.992295
157.0,17.0,619.15592
163.0,17.0,493.548427
169.0,17.0,-95.771786
175.0,17.0,-285.423732
181.0,17.0,281.601362
187.0,17.0,-107.341926
193.0,17.0,1212.618859
199.0,17.0,294.880268
0.0,18.0,198.485958
6.0,18.0,-133.073325
12.0,18.0,-176.659517
18.0,18.0,-487.684804
24.0,18.0,-437.304631
30.0,18.0,-74.801839
36.0,18.0,-199.370087
42.0,18.0,-385.89065
48.0,18.0,-424.702739
54.0,18.0,-277.798044
60.0,18.0,-458.683746
66.0,18.0,-424.344608
72.0,18.0,103.614483
78.0,18.0,-127.999721
84.0,18.0,72.487633
90.0,18.0,-6.081626
96.0,18.0,308.126107
102.0,18.0,-452.787145
108.0,18.0,-570.347906
114.0,18.0,-541.286125
120.0,18.0,-554.91063
126.0,18.0,-294.827303
132.0,18.0,124.298735
138.0,18.0,-115.683921
144.0,18.0,621.700622
150.0,18.0,-671.204306
156.0,18.0,300.570117
162.0,18.0,610.623912
168.0,18.0,322.37079
174.0,18.0,-391.52475
180.0,18.0,-11.745483
186.0,18.0,-88.243953
192.0,18.0,1259.565455
198.0,18.0,532.358155
5.0,19.0,-42.262399
11.0,19.0,-241.989532
17.0,19.0,-394.616157
23.0,19.0,-370.068538
29.0,19.0,-167.037849
35.0,19.0,-135.987446
41.0,19.0,-451.493252
47.0,19.0,-430.314076
53.0,19.0,-244.784903
59.0,19.0,-542.761852
65.0,19.0,-538.367243
71.0,19.0,68.421468
77.0,19.0,-94.268046
83.0,19.0,-107.678803
89.0,19.0,87.441134
95.0,19.0,187.127827
101.0,19.0,-265.663422
107.0,19.0,-306.018505
113.0,19.0,-615.468105
119.0,19.0,-508.506355
125.0,19.0,-743.133884
131.0,19.0,428.026722
137.0,19.0,-63.385735
143.0,19.0,274.375491
149.0,19.0,-488.086266
155.0,19.0,-330.069371
161.0,19.0,461.63326
167.0,19.0,391.613283
173.0,19.0,-323.891417
179.0,19.0,-432.195758
185.0,19.0,-117.880567
191.0,19.0,933.468307
197.0,19.0,669.304862
4.0,20.0,151.233428
10.0,20.0,-194.129925
16.0,20.0,-312.228974
22.0,20.0,-425.222333
28.0,20.0,-338.645549
34.0,20.0,-76.409414
40.0,20.0,-388.434598
46.0,20.0,-371.211248
52.0,20.0,-255.792711
58.0,20.0,-683.204286
64.0,20.0,-586.057237
70.0,20.0,241.608793
76.0,20.0,-21.458986
82.0,20.0,-194.180411
88.0,20.0,-33.735223
94.0,20.0,114.097977
100.0,20.0,-191.056045
106.0,20.0,-155.78286
112.0,20.0,-582.208668
118.0,20.0,-375.718865
124.0,20.0,-758.094359
130.0,20.0,270.483036
136.0,20.0,212.860234
142.0,20.0,39.195049
148.0,20.0,-257.680696
154.0,20.0,-629.770135
160.0,20.0,336.984048
166.0,20.0,180.358044
172.0,20.0,-297.703244
178.0,20.0,-530.687491
184.0,20.0,-127.571805
190.0,20.0,786.490224
196.0,20.0,934.863028
3.0,21.0,12.585749
9.0,21.0,-156.860979
15.0,21.0,-239.407619
21.0,21.0,-456.231596
27.0,21.0,-447.308526
33.0,21.0,-147.955052
39.0,21.0,-288.939539
45.0,21.0,-353.304684
51.0,21.0,-364.556441
57.0,21.0,-726.17825
63.0,21.0,-483.194716
69.0,21.0,100.290889
75.0,21.0,-106.920142
81.0,21.0,-143.537566
87.0,21.0,-36.943372
93.0,21.0,86.561398
99.0,21.0,-53.26916
105.0,21.0,-32.591743
111.0,21.0,-548.878506
117.0,21.0,-293.960189
123.0,21.0,-814.699427
129.0,21.0,-275.383479
135.0,21.0,363.337703
141.0,21.0,-146.045882
147.0,21.0,-208.855722
153.0,21.0,-535.128718
159.0,21.0,370.684052
165.0,21.0,188.049914
171.0,21.0,-276.170464
177.0,21.0,-358.881812
183.0,21.0,-129.782393
189.0,21.0,491.305188
195.0,21.0,1235.872049
2.0,22.0,-171.288132
8.0,22.0,-198.368026
14.0,22.0,-5.962457
20.0,22.0,-257.517032
26.0,22.0,-384.926289
32.0,22.0,-208.208136
38.0,22.0,-177.226406
44.0,22.0,-324.799587
50.0,22.0,-454.965795
56.0,22.0,-510.841628
62.0,22.0,-558.445171
68.0,22.0,-287.002449
74.0,22.0,-107.020871
80.0,22.0,-53.411297
86.0,22.0,-126.96406
92.0,22.0,131.348679
98.0,22.0,-59.312359
104.0,22.0,141.493207
110.0,22.0,-506.267047
116.0,22.0,-149.517565
122.0,22.0,-952.961119
128.0,22.0,-510.320754
134.0,22.0,359.26963
140.0,22.0,-240.087467
146.0,22.0,-227.703077
152.0,22.0,-415.393539
158.0,22.0,13.72172
164.0,22.0,140.251067
170.0,22.0,-110.741259
176.0,22.0,-46.421818
182.0,22.0,-242.10101
188.0,22.0,77.202473
194.0,22.0,1463.026223
1.0,23.0,-162.720194
7.0,23.0,-162.457439
13.0,23.0,-50.02165
19.0,23.0,-131.163315
25.0,23.0,-519.258586
31.0,23.0,-146.370053
37.0,23.0,-103.12224
43.0,23.0,-412.287871
49.0,23.0,-356.27327
55.0,23.0,-363.044874
61.0,23.0,-622.803919
67.0,23.0,-526.852776
73.0,23.0,-18.654912
79.0,23.0,-123.574717
85.0,23.0,-277.23251
91.0,23.0,342.563578
97.0,23.0,-76.869613
103.0,23.0,55.602258
109.0,23.0,-422.358918
115.0,23.0,-221.411534
121.0,23.0,-990.278059
127.0,23.0,-654.645922
133.0,23.0,-12.341728
139.0,23.0,-70.331212
145.0,23.0,-357.803963
151.0,23.0,-332.818612
157.0,23.0,-215.919289
163.0,23.0,329.259005
169.0,23.0,-255.470906
175.0,23.0,-84.88211
181.0,23.0,-150.476901
187.0,23.0,-17.168835
193.0,23.0,1104.977525
199.0,23.0,19.244247
0.0,24.0,-45.332914
6.0,24.0,-243.772439
12.0,24.0,-162.663153
18.0,24.0,1.335205
24.0,24.0,-580.906993
30.0,24.0,-37.178263
36.0,24.0,-241.941625
42.0,24.0,-409.707544
48.0,24.0,-209.105981
54.0,24.0,-261.169676
60.0,24.0,-618.346415
66.0,24.0,-639.737027
72.0,24.0,6.449456
78.0,24.0,-230.706382
84.0,24.0,-311.601691
90.0,24.0,350.031327
96.0,24.0,-125.870372
102.0,24.0,-71.323438
108.0,24.0,-206.539296
114.0,24.0,-290.725367
120.0,24.0,-950.939812
126.0,24.0,-683.622139
132.0,24.0,-261.592948
138.0,24.0,406.094361
144.0,24.0,-490.005829
150.0,24.0,-456.346978
156.0,24.0,-416.154755
162.0,24.0,400.165733
168.0,24.0,-202.860804
174.0,24.0,-65.676764
180.0,24.0,-33.678497
186.0,24.0,-63.677052
192.0,24.0,626.784468
198.0,24.0,288.735913
5.0,25.0,-239.82051
11.0,25.0,-76.832725
17.0,25.0,72.434031
23.0,25.0,-477.075569
29.0,25.0,-25.358981
35.0,25.0,-328.182416
41.0,25.0,-349.781507
47.0,25.0,-133.036066
53.0,25.0,-168.318165
59.0,25.0,-650.733743
65.0,25.0,-582.013876
71.0,25.0,-150.466189
77.0,25.0,-287.225873
83.0,25.0,-378.584769
89.0,25.0,229.408205
95.0,25.0,-179.204488
101.0,25.0,-194.636819
107.0,25.0,-66.167331
113.0,25.0,-325.695607
119.0,25.0,-754.847915
125.0,25.0,-566.012765
131.0,25.0,-314.828407
137.0,25.0,524.398548
143.0,25.0,-267.173672
149.0,25.0,-744.81772
155.0,25.0,-246.635095
161.0,25.0,230.09698
167.0,25.0,460.349489
173.0,25.0,151.593098
179.0,25.0,-177.241247
185.0,25.0,-376.087615
191.0,25.0,204.250803
197.0,25.0,422.635919
4.0,26.0,-373.537063
10.0,26.0,-72.498732
16.0,26.0,133.834797
22.0,26.0,-343.832834
28.0,26.0,-174.427611
34.0,26.0,-414.159746
40.0,26.0,-259.187131
46.0,26.0,-213.47975
52.0,26.0,-155.337884
58.0,26.0,-743.607536
64.0,26.0,-479.611084
70.0,26.0,-377.298477
76.0,26.0,-307.547403
82.0,26.0,-427.265625
88.0,26.0,194.50049
94.0,26.0,-205.022598
100.0,26.0,-105.148108
106.0,26.0,-19.622176
112.0,26.0,-479.225128
118.0,26.0,-479.46352
124.0,26.0,-517.194822
130.0,26.0,-341.880347
136.0,26.0,117.482617
142.0,26.0,77.59303
148.0,26.0,-820.112035
154.0,26.0,-364.77283
160.0,26.0,52.591428
166.0,26.0,905.939149
172.0,26.0,195.838983
178.0,26.0,-212.342187
184.0,26.0,-393.369794
190.0,26.0,-106.685388
196.0,26.0,436.235227
3.0,27.0,-429.58776
9.0,27.0,-350.167985
15.0,27.0,186.721882
21.0,27.0,-260.585709
27.0,27.0,-337.238024
33.0,27.0,-542.031159
39.0,27.0,-226.743991
45.0,27.0,-232.93662
51.0,27.0,-298.391332
57.0,27.0,-665.659874
63.0,27.0,-408.097305
69.0,27.0,-466.521131
75.0,27.0,-346.565248
81.0,27.0,-468.414485
87.0,27.0,-106.796393
93.0,27.0,13.779019
99.0,27.0,-90.130435
105.0,27.0,117.287824
111.0,27.0,-510.602743
117.0,27.0,-362.211376
123.0,27.0,-517.65069
129.0,27.0,-369.257
135.0,27.0,-153.481863
141.0,27.0,476.565281
147.0,27.0,-539.528777
153.0,27.0,-457.57561
159.0,27.0,-122.484494
165.0,27.0,871.917634
171.0,27.0,696.51817
177.0,27.0,-117.9248
183.0,27.0,-285.080469
189.0,27.0,-125.747662
195.0,27.0,522.210871
2.0,28.0,-357.355453
8.0,28.0,-456.665856
14.0,28.0,152.080919
20.0,28.0,-255.001717
26.0,28.0,-539.635839
32.0,28.0,-616.112077
38.0,28.0,-336.778049
44.0,28.0,-234.535526
50.0,28.0,-496.707996
56.0,28.0,-416.322832
62.0,28.0,-289.838261
68.0,28.0,-426.439242
74.0,28.0,-443.489264
80.0,28.0,-259.560976
86.0,28.0,-456.025535
92.0,28.0,270.343507
98.0,28.0,-216.44948
104.0,28.0,285.546438
110.0,28.0,-463.983898
116.0,28.0,-409.95332
122.0,28.0,-543.514845
128.0,28.0,-243.029195
134.0,28.0,-271.466972
140.0,28.0,430.52681
146.0,28.0,-307.154854
152.0,28.0,-441.487354
158.0,28.0,-387.570811
164.0,28.0,737.439177
170.0,28.0,1196.91993
176.0,28.0,208.111794
182.0,28.0,18.33633
188.0,28.0,-228.000316
194.0,28.0,502.00515
1.0,29.0,-358.582307
7.0,29.0,-459.049162
13.0,29.0,5.931995
19.0,29.0,-111.101095
25.0,29.0,-579.394237
31.0,29.0,-612.649401
37.0,29.0,-426.800311
43.0,29.0,-283.553981
49.0,29.0,-584.865085
55.0,29.0,-194.733667
61.0,29.0,-285.877564
67.0,29.0,-430.5804
73.0,29.0,-515.941006
79.0,29.0,-161.160383
85.0,29.0,-585.348053
91.0,29.0,374.473564
97.0,29.0,-189.802376
103.0,29.0,410.506155
109.0,29.0,-489.972109
115.0,29.0,-480.542882
121.0,29.0,-575.308437
127.0,29.0,-329.610403
133.0,29.0,-219.131889
139.0,29.0,-96.341187
145.0,29.0,31.915684
151.0,29.0,-262.118304
157.0,29.0,-421.632962
163.0,29.0,327.993982
169.0,29.0,807.21851
175.0,29.0,529.27462
181.0,29.0,1.862553
187.0,29.0,-395.746352
193.0,29.0,58.916232
199.0,29.0,-241.046478
0.0,30.0,-422.404952
6.0,30.0,-411.261338
12.0,30.0,-117.156184
18.0,30.0,185.82603
24.0,30.0,-489.344732
30.0,30.0,-423.623501
36.0,30.0,-512.701498
42.0,30.0,-323.229335
48.0,30.0,-603.552665
54.0,30.0,-206.048109
60.0,30.0,-108.346004
66.0,30.0,-450.097283
72.0,30.0,-556.845039
78.0,30.0,-232.127087
84.0,30.0,-592.771736
90.0,30.0,581.501785
