x,y,val,clust
46.0,6.0,-385.954208,0.0
50.0,6.0,-634.546445,0.0
54.0,6.0,-645.35538,0.0
58.0,6.0,-407.239214,0.0
62.0,6.0,-336.127238,0.0
66.0,6.0,-222.920517,0.0
70.0,6.0,-156.439903,3.0
74.0,6.0,443.941701,3.0
78.0,6.0,166.287622,3.0
82.0,6.0,-266.075021,3.0
86.0,6.0,-338.981163,3.0
90.0,6.0,-260.881717,3.0
94.0,6.0,-338.491127,3.0
98.0,6.0,-241.334675,3.0
102.0,6.0,-397.625634,3.0
106.0,6.0,-497.185663,3.0
110.0,6.0,-607.365869,3.0
114.0,6.0,-824.912947,3.0
118.0,6.0,-580.996428,3.0
122.0,6.0,-461.194791,3.0
126.0,6.0,-193.588015,3.0
130.0,6.0,242.450723,3.0
134.0,6.0,-82.603657,1.0
138.0,6.0,-181.535378,1.0
142.0,6.0,-648.60919,1.0
146.0,6.0,47.90611,1.0
150.0,6.0,34.488102,1.0
154.0,6.0,-247.418265,1.0
158.0,6.0,-597.946837,1.0
162.0,6.0,-809.775653,1.0
166.0,6.0,-418.868252,1.0
170.0,6.0,-176.386403,2.0
174.0,6.0,-268.1251,2.0
178.0,6.0,165.245786,2.0
182.0,6.0,10.40072,2.0
186.0,6.0,-273.516258,2.0
190.0,6.0,-164.45119,2.0
194.0,6.0,-87.196321,2.0
198.0,6.0,343.010103,2.0
1.0,7.0,168.522804,0.0
5.0,7.0,474.979634,0.0
9.0,7.0,264.9387,0.0
13.0,7.0,9.081249,0.0
17.0,7.0,-99.120561,0.0
21.0,7.0,-245.691707,0.0
25.0,7.0,-314.87759,0.0
29.0,7.0,-540.692186,0.0
33.0,7.0,-383.464866,0.0
37.0,7.0,-148.095625,0.0
41.0,7.0,-160.147101,0.0
45.0,7.0,-169.807067,0.0
49.0,7.0,-446.61797,0.0
53.0,7.0,-718.205912,0.0
57.0,7.0,-358.846686,0.0
61.0,7.0,-331.816754,0.0
65.0,7.0,-256.697075,0.0
69.0,7.0,-297.806931,0.0
73.0,7.0,128.911871,3.0
77.0,7.0,255.98468,3.0
81.0,7.0,-340.790624,3.0
85.0,7.0,-441.770505,3.0
89.0,7.0,-90.67008,3.0
93.0,7.0,-326.936853,3.0
97.0,7.0,-239.81664,3.0
101.0,7.0,-460.321733,3.0
105.0,7.0,-448.198592,3.0
109.0,7.0,-735.554584,3.0
113.0,7.0,-824.361589,3.0
117.0,7.0,-695.418244,3.0
121.0,7.0,-397.99708,3.0
125.0,7.0,-415.580269,3.0
129.0,7.0,41.928143,3.0
133.0,7.0,36.982247,1.0
137.0,7.0,149.361714,1.0
141.0,7.0,-477.895147,1.0
145.0,7.0,-224.675826,1.0
149.0,7.0,121.456313,1.0
153.0,7.0,-97.214805,1.0
157.0,7.0,-458.080175,1.0
161.0,7.0,-737.165172,1.0
165.0,7.0,-521.194875,1.0
169.0,7.0,-325.650114,2.0
173.0,7.0,-211.73033,2.0
177.0,7.0,-26.017899,2.0
181.0,7.0,92.987468,2.0
185.0,7.0,-108.168893,2.0
189.0,7.0,-434.133817,2.0
193.0,7.0,-145.212145,2.0
197.0,7.0,239.757915,2.0
0.0,8.0,100.608673,0.0
4.0,8.0,423.69887,0.0
8.0,8.0,277.826875,0.0
12.0,8.0,125.878973,0.0
16.0,8.0,23.484405,0.0
20.0,8.0,-213.038226,0.0
24.0,8.0,-249.076177,0.0
28.0,8.0,-383.442378,0.0
32.0,8.0,-470.685461,0.0
36.0,8.0,-140.020799,0.0
40.0,8.0,-275.106316,0.0
44.0,8.0,-97.739994,0.0
48.0,8.0,-213.074032,0.0
52.0,8.0,-666.610001,0.0
56.0,8.0,-256.941192,0.0
60.0,8.0,-355.138664,0.0
64.0,8.0,-202.762603,0.0
68.0,8.0,-420.51147,0.0
72.0,8.0,22.571104,3.0
76.0,8.0,433.652139,3.0
80.0,8.0,-309.258947,3.0
84.0,8.0,-494.133722,3.0
88.0,8.0,27.236759,3.0
92.0,8.0,-458.539858,3.0
96.0,8.0,-194.441319,3.0
100.0,8.0,-349.460284,3.0
104.0,8.0,-361.868383,3.0
108.0,8.0,-784.919561,3.0
112.0,8.0,-605.981701,3.0
116.0,8.0,-644.982,3.0
120.0,8.0,-336.025013,3.0
124.0,8.0,-411.290371,3.0
128.0,8.0,-218.931935,3.0
132.0,8.0,-53.345428,1.0
136.0,8.0,226.690941,1.0
140.0,8.0,30.491239,1.0
144.0,8.0,-327.390846,1.0
148.0,8.0,156.504944,1.0
152.0,8.0,-180.226308,1.0
156.0,8.0,-369.336087,1.0
160.0,8.0,-462.960699,1.0
164.0,8.0,-600.542972,1.0
168.0,8.0,-315.669913,1.0
172.0,8.0,-71.627742,2.0
176.0,8.0,-131.077243,2.0
180.0,8.0,-70.147363,2.0
184.0,8.0,-53.499678,2.0
188.0,8.0,-416.333649,2.0
192.0,8.0,-261.938492,2.0
196.0,8.0,-34.820102,2.0
3.0,9.0,255.453379,0.0
7.0,9.0,316.072931,0.0
11.0,9.0,229.345786,0.0
15.0,9.0,100.276794,0.0
19.0,9.0,-236.330794,0.0
23.0,9.0,-258.692264,0.0
27.0,9.0,-448.160828,0.0
31.0,9.0,-381.093528,0.0
35.0,9.0,132.010453,0.0
39.0,9.0,-212.168723,0.0
43.0,9.0,-107.631002,0.0
47.0,9.0,65.564034,0.0
51.0,9.0,-508.89531,0.0
55.0,9.0,-320.326569,0.0
59.0,9.0,-363.131149,0.0
63.0,9.0,-345.54785,0.0
67.0,9.0,-385.412934,0.0
71.0,9.0,-60.714554,3.0
75.0,9.0,423.967362,3.0
79.0,9.0,-250.531991,3.0
83.0,9.0,-294.903261,3.0
87.0,9.0,123.563737,3.0
91.0,9.0,-540.5918,3.0
95.0,9.0,-262.171011,3.0
99.0,9.0,-243.243215,3.0
103.0,9.0,-216.205369,3.0
107.0,9.0,-843.459207,3.0
111.0,9.0,-502.390978,3.0
115.0,9.0,-581.507284,3.0
119.0,9.0,-238.593391,3.0
123.0,9.0,-499.87222,3.0
127.0,9.0,-320.730143,3.0
131.0,9.0,-267.380245,3.0
135.0,9.0,-185.812678,1.0
139.0,9.0,267.41848,1.0
143.0,9.0,-41.236724,1.0
147.0,9.0,-238.058839,1.0
151.0,9.0,45.589158,1.0
155.0,9.0,-164.082614,1.0
159.0,9.0,-285.118619,1.0
163.0,9.0,-507.981712,1.0
167.0,9.0,-536.198665,1.0
171.0,9.0,-245.281732,2.0
175.0,9.0,51.810974,2.0
179.0,9.0,-155.809035,2.0
183.0,9.0,52.004187,2.0
187.0,9.0,-290.274861,2.0
191.0,9.0,-345.000624,2.0
195.0,9.0,-203.578167,2.0
199.0,9.0,137.082898,2.0
2.0,10.0,-13.165047,0.0
6.0,10.0,311.535675,0.0
10.0,10.0,267.740889,0.0
14.0,10.0,181.35802,0.0
18.0,10.0,-193.226199,0.0
22.0,10.0,-261.426785,0.0
26.0,10.0,-406.581773,0.0
30.0,10.0,-314.085994,0.0
34.0,10.0,221.797698,0.0
38.0,10.0,-61.734775,0.0
42.0,10.0,-70.615661,0.0
46.0,10.0,-11.781059,0.0
50.0,10.0,-314.79522,0.0
54.0,10.0,-320.486537,0.0
58.0,10.0,-315.240188,0.0
62.0,10.0,-367.889711,0.0
66.0,10.0,-257.920633,0.0
70.0,10.0,-372.342077,0.0
74.0,10.0,177.462126,3.0
78.0,10.0,-34.196202,3.0
82.0,10.0,-278.880375,3.0
86.0,10.0,84.961263,3.0
90.0,10.0,-471.938878,3.0
94.0,10.0,-308.700144,3.0
98.0,10.0,-50.800539,3.0
102.0,10.0,-142.912271,3.0
106.0,10.0,-742.336195,3.0
110.0,10.0,-556.044899,3.0
114.0,10.0,-624.197459,3.0
118.0,10.0,-292.999819,3.0
122.0,10.0,-407.480862,3.0
126.0,10.0,-426.69356,3.0
130.0,10.0,-259.197451,3.0
134.0,10.0,-343.547661,1.0
138.0,10.0,379.481472,1.0
142.0,10.0,596.903475,1.0
146.0,10.0,-362.350243,1.0
150.0,10.0,137.357404,1.0
154.0,10.0,61.56924,1.0
158.0,10.0,-193.070535,1.0
162.0,10.0,-417.358473,1.0
166.0,10.0,-514.508664,1.0
170.0,10.0,-279.402668,2.0
174.0,10.0,196.803173,2.0
178.0,10.0,-77.691127,2.0
182.0,10.0,213.645849,2.0
186.0,10.0,-377.319073,2.0
190.0,10.0,-502.208585,2.0
194.0,10.0,-257.190118,2.0
198.0,10.0,-33.032438,2.0
1.0,11.0,5.589234,0.0
5.0,11.0,281.233881,0.0
9.0,11.0,274.695446,0.0
13.0,11.0,260.539865,0.0
17.0,11.0,57.058201,0.0
21.0,11.0,-249.504338,0.0
25.0,11.0,-312.268907,0.0
29.0,11.0,-379.001514,0.0
33.0,11.0,167.473304,0.0
37.0,11.0,200.201811,0.0
41.0,11.0,61.069992,0.0
45.0,11.0,8.143198,0.0
49.0,11.0,-124.553233,0.0
53.0,11.0,-185.875895,0.0
57.0,11.0,-267.208589,0.0
61.0,11.0,-225.881762,0.0
65.0,11.0,-307.415419,0.0
69.0,11.0,-483.330042,0.0
73.0,11.0,38.167806,3.0
77.0,11.0,261.096309,3.0
81.0,11.0,-335.836512,3.0
85.0,11.0,-141.917772,3.0
89.0,11.0,-219.477227,3.0
93.0,11.0,-263.42849,3.0
97.0,11.0,0.110858,3.0
101.0,11.0,-123.261502,3.0
105.0,11.0,-640.744731,3.0
109.0,11.0,-613.618847,3.0
113.0,11.0,-690.65462,3.0
117.0,11.0,-409.850543,3.0
121.0,11.0,-327.337547,3.0
125.0,11.0,-546.408553,3.0
129.0,11.0,-201.559588,3.0
133.0,11.0,-423.26022,1.0
137.0,11.0,34.003641,1.0
141.0,11.0,964.67218,1.0
145.0,11.0,183.805872,1.0
149.0,11.0,-78.689705,1.0
153.0,11.0,76.158018,1.0
157.0,11.0,-68.698402,1.0
161.0,11.0,-446.896,1.0
165.0,11.0,-409.501858,1.0
169.0,11.0,-213.970847,2.0
173.0,11.0,25.805214,2.0
177.0,11.0,179.043827,2.0
181.0,11.0,371.19723,2.0
185.0,11.0,-273.737008,2.0
189.0,11.0,-525.179272,2.0
193.0,11.0,-218.673646,2.0
197.0,11.0,-68.087054,2.0
0.0,12.0,21.772496,0.0
4.0,12.0,252.049256,0.0
8.0,12.0,224.525432,0.0
12.0,12.0,230.129088,0.0
16.0,12.0,311.970097,0.0
20.0,12.0,-215.514907,0.0
24.0,12.0,-325.456297,0.0
28.0,12.0,-390.223825,0.0
32.0,12.0,75.052587,0.0
36.0,12.0,345.067705,0.0
40.0,12.0,133.168544,0.0
44.0,12.0,4.330302,0.0
48.0,12.0,-163.206285,0.0
52.0,12.0,57.309256,0.0
56.0,12.0,-114.851178,0.0
60.0,12.0,-45.298145,0.0
64.0,12.0,-249.272607,0.0
68.0,12.0,-354.772481,0.0
72.0,12.0,167.959399,3.0
76.0,12.0,393.438981,3.0
80.0,12.0,-356.296662,3.0
84.0,12.0,-218.623771,3.0
88.0,12.0,174.42523,3.0
92.0,12.0,-347.477927,3.0
96.0,12.0,-146.300716,3.0
100.0,12.0,-168.424107,3.0
104.0,12.0,-478.359073,3.0
108.0,12.0,-776.85928,3.0
112.0,12.0,-693.917403,3.0
116.0,12.0,-368.121004,3.0
120.0,12.0,-327.398594,3.0
124.0,12.0,-448.695112,3.0
128.0,12.0,-379.998609,3.0
132.0,12.0,-434.476408,1.0
136.0,12.0,-363.316407,1.0
140.0,12.0,1050.849331,1.0
144.0,12.0,805.036733,1.0
148.0,12.0,-242.577485,1.0
152.0,12.0,1.348415,1.0
156.0,12.0,32.610099,1.0
160.0,12.0,-159.080754,1.0
164.0,12.0,-422.569633,1.0
168.0,12.0,-97.080143,2.0
172.0,12.0,-139.495573,2.0
176.0,12.0,344.665602,2.0
180.0,12.0,460.602057,2.0
184.0,12.0,-112.997783,2.0
188.0,12.0,-486.987334,2.0
192.0,12.0,-60.689072,2.0
196.0,12.0,-111.261807,2.0
3.0,13.0,191.439574,0.0
7.0,13.0,148.512453,0.0
11.0,13.0,266.120158,0.0
15.0,13.0,282.659677,0.0
19.0,13.0,-198.576444,0.0
23.0,13.0,-401.220829,0.0
27.0,13.0,-311.761432,0.0
31.0,13.0,-47.447063,0.0
35.0,13.0,150.625904,0.0
39.0,13.0,163.649534,0.0
43.0,13.0,-154.090801,0.0
47.0,13.0,-247.536461,0.0
51.0,13.0,63.050051,0.0
55.0,13.0,46.936274,0.0
59.0,13.0,70.561762,0.0
63.0,13.0,-148.685386,0.0
67.0,13.0,-294.772831,0.0
71.0,13.0,77.180721,0.0
75.0,13.0,459.640893,3.0
79.0,13.0,-308.580949,3.0
83.0,13.0,-199.544617,3.0
87.0,13.0,335.961899,3.0
91.0,13.0,-389.739494,3.0
95.0,13.0,-231.812675,3.0
99.0,13.0,-99.486229,3.0
103.0,13.0,-309.133542,3.0
107.0,13.0,-778.771369,3.0
111.0,13.0,-725.174415,3.0
115.0,13.0,-388.721744,3.0
119.0,13.0,-408.049286,3.0
123.0,13.0,-336.20684,3.0
127.0,13.0,-334.279564,3.0
131.0,13.0,-395.556497,1.0
135.0,13.0,-410.769942,1.0
139.0,13.0,556.869722,1.0
143.0,13.0,1000.412371,1.0
147.0,13.0,-219.104109,1.0
151.0,13.0,84.38573,1.0
155.0,13.0,213.670026,1.0
159.0,13.0,-28.651347,1.0
163.0,13.0,-284.281275,1.0
167.0,13.0,-231.792118,1.0
171.0,13.0,31.066062,2.0
175.0,13.0,208.851004,2.0
179.0,13.0,399.421852,2.0
183.0,13.0,5.766613,2.0
187.0,13.0,-523.092757,2.0
191.0,13.0,-192.167582,2.0
195.0,13.0,-49.110243,2.0
199.0,13.0,-104.131246,2.0
2.0,14.0,361.815164,0.0
6.0,14.0,152.262179,0.0
10.0,14.0,133.221358,0.0
14.0,14.0,96.217764,0.0
18.0,14.0,-187.352807,0.0
22.0,14.0,-403.524,0.0
26.0,14.0,-188.721345,0.0
30.0,14.0,-85.412383,0.0
34.0,14.0,-58.99555,0.0
38.0,14.0,105.256756,0.0
42.0,14.0,-250.721655,0.0
46.0,14.0,-249.034633,0.0
50.0,14.0,-74.466875,0.0
54.0,14.0,64.619517,0.0
58.0,14.0,-70.873942,0.0
62.0,14.0,-108.401008,0.0
66.0,14.0,-203.821156,0.0
70.0,14.0,-109.187516,0.0
74.0,14.0,516.500093,3.0
78.0,14.0,-321.851983,3.0
82.0,14.0,-187.821058,3.0
86.0,14.0,312.410842,3.0
90.0,14.0,-184.819651,3.0
94.0,14.0,-284.154895,3.0
98.0,14.0,196.606753,3.0
102.0,14.0,-219.544623,3.0
106.0,14.0,-733.725519,3.0
110.0,14.0,-684.823387,3.0
114.0,14.0,-493.644052,3.0
118.0,14.0,-467.512251,3.0
122.0,14.0,-456.461701,3.0
126.0,14.0,-254.069434,3.0
130.0,14.0,-346.803889,3.0
134.0,14.0,-443.577089,1.0
138.0,14.0,149.858698,1.0
142.0,14.0,1191.355097,1.0
146.0,14.0,250.813006,1.0
150.0,14.0,-121.032132,1.0
154.0,14.0,245.314339,1.0
158.0,14.0,183.915049,1.0
162.0,14.0,139.066291,1.0
166.0,14.0,-325.237272,1.0
170.0,14.0,12.204299,2.0
174.0,14.0,-83.227938,2.0
178.0,14.0,127.180657,2.0
182.0,14.0,-3.270645,2.0
186.0,14.0,-357.465114,2.0
190.0,14.0,-313.621293,2.0
194.0,14.0,383.074577,2.0
198.0,14.0,-266.891599,2.0
1.0,15.0,447.600719,0.0
5.0,15.0,155.696,0.0
9.0,15.0,-14.257122,0.0
13.0,15.0,121.706606,0.0
17.0,15.0,-236.944458,0.0
21.0,15.0,-442.73756,0.0
25.0,15.0,-261.395185,0.0
29.0,15.0,-100.936271,0.0
33.0,15.0,-71.775119,0.0
37.0,15.0,-40.379784,0.0
41.0,15.0,-225.914996,0.0
45.0,15.0,-366.615907,0.0
49.0,15.0,-81.394956,0.0
53.0,15.0,-71.611833,0.0
57.0,15.0,-234.624518,0.0
61.0,15.0,-263.664137,0.0
65.0,15.0,-191.489585,0.0
69.0,15.0,-164.939718,0.0
73.0,15.0,409.952075,3.0
77.0,15.0,-218.558277,3.0
81.0,15.0,-183.110743,3.0
85.0,15.0,-67.587969,3.0
89.0,15.0,127.639495,3.0
93.0,15.0,-286.040443,3.0
97.0,15.0,442.29487,3.0
101.0,15.0,-152.58179,3.0
105.0,15.0,-647.266898,3.0
109.0,15.0,-656.70424,3.0
113.0,15.0,-658.073518,3.0
117.0,15.0,-446.268176,3.0
121.0,15.0,-489.884843,3.0
125.0,15.0,-157.386444,3.0
129.0,15.0,-233.578651,3.0
133.0,15.0,-455.339509,1.0
137.0,15.0,198.666504,1.0
141.0,15.0,1062.948701,1.0
145.0,15.0,470.54225,1.0
